"country_of_residence","inputstate","res_region","res_division","votereg","ND_votereg","inputregstate","reg_region","reg_division","birthyr","age5","state_election_type","primaryvote","partyvote","ENTHUSIM","gnddirect","CHOICE20_MD1_1","CHOICE20_MD1_2","CHOICE20_MD1_3","CHOICE20_MD1_4","CHOICE20_MD1_5","CHOICE20_MD2_1","CHOICE20_MD2_2","CHOICE20_MD2_3","CHOICE20_MD2_4","CHOICE20_MD2_5","CHOICE20_MD3_1","CHOICE20_MD3_2","CHOICE20_MD3_3","CHOICE20_MD3_4","CHOICE20_MD3_5","CHOICE20_MD4_1","CHOICE20_MD4_2","CHOICE20_MD4_3","CHOICE20_MD4_4","CHOICE20_MD4_5","CHOICE20_MD5_1","CHOICE20_MD5_2","CHOICE20_MD5_3","CHOICE20_MD5_4","CHOICE20_MD5_5","CHOICE20_MD6_1","CHOICE20_MD6_2","CHOICE20_MD6_3","CHOICE20_MD6_4","CHOICE20_MD6_5","CHOICE20_MD7_1","CHOICE20_MD7_2","CHOICE20_MD7_3","CHOICE20_MD7_4","CHOICE20_MD7_5","CHOICE20_MD8_1","CHOICE20_MD8_2","CHOICE20_MD8_3","CHOICE20_MD8_4","CHOICE20_MD8_5","CHOICE20_MD9_1","CHOICE20_MD9_2","CHOICE20_MD9_3","CHOICE20_MD9_4","CHOICE20_MD9_5","CHOICE20_MD10_1","CHOICE20_MD10_2","CHOICE20_MD10_3","CHOICE20_MD10_4","CHOICE20_MD10_5","CHOICE20_MD11_1","CHOICE20_MD11_2","CHOICE20_MD11_3","CHOICE20_MD11_4","CHOICE20_MD11_5","CHOICE20_MD12_1","CHOICE20_MD12_2","CHOICE20_MD12_3","CHOICE20_MD12_4","CHOICE20_MD12_5","CHOICE20_MD13_1","CHOICE20_MD13_2","CHOICE20_MD13_3","CHOICE20_MD13_4","CHOICE20_MD13_5","CHOICE20_MD14_1","CHOICE20_MD14_2","CHOICE20_MD14_3","CHOICE20_MD14_4","CHOICE20_MD14_5","CHOICE20_MD15_1","CHOICE20_MD15_2","CHOICE20_MD15_3","CHOICE20_MD15_4","CHOICE20_MD15_5","CHOICE20_MD16_1","CHOICE20_MD16_2","CHOICE20_MD16_3","CHOICE20_MD16_4","CHOICE20_MD16_5","CHOICE20_MD17_1","CHOICE20_MD17_2","CHOICE20_MD17_3","CHOICE20_MD17_4","CHOICE20_MD17_5","cand_allocator_djt_1","cand_allocator_col_1","cand_allocator_wom_1","cand_allocator_yng_1","cand_allocator_m4a_1","cand_allocator_abt_1","cand_allocator_ira_1","cand_allocator_rep_1","cand_allocator_fp_1","cand_allocator_exp_1","cand_allocator_leg_1","cand_allocator_ice_1","cand_allocator_env_1","cand_allocator_min_1","cand_allocator_rur_1","cand_allocator_tax_1","cand_allocator_oil_1","cand_allocator_imp_1","app_dtrmp","turnout16","presvote16post","presvote16post_t","turnout18post","housevote18post","housevote18post_t","pid3","pid3_t","pid7","pid3_condensed","ideo5","ideo3","pp18_polactions_1","pp18_polactions_2","pp18_polactions_3","pp18_polactions_4","pp18_polactions_5","pp18_polactions_6","pp18_polactions_7","pp18_polactions_8","pp18_polactions_t","gender","educ","educ4","educ2","race","race_t","race4","race3","race2","hispanic","anychild","child18","marstat","urbancity","urbancity_t","faminc_new","faminc5","employ","job","union_combined_1","union_combined_5","union_combined_2","union_combined_6","union_combined_3","union_combined_4","newsint","religpew","religpew_t","pew_bornagain","pew_churatd","weight"
840,41,4,9,1,,41,4,9,1960,4,2,1,2,10,5,2,,,,1,,,,2,1,,2,,1,,,,,2,1,,2,,,1,,1,,,2,,,2,,1,,2,,1,,,2,,1,,2,,,1,,1,2,,,,2,1,,,,,2,1,,,1,,2,,,,2,1,,,1,2,,,,2,,,,1,0,0,0,0,0,0,0,50,0,0,0,0,0,0,50,0,0,0,1,1,2,"__NA__",1,2,"__NA__",2,"__NA__",7,2,4,3,0,0,0,0,0,0,0,1,"__NA__",1,2,1,1,1,"__NA__",1,1,1,2,1,2,1,2,"__NA__",9,3,1,"__NA__",0,0,0,0,1,0,1,11,"__NA__",1,5,1.3062
840,12,3,5,1,,12,3,5,1954,5,2,1,1,10,1,1,,2,,,1,,,,2,1,,,2,,,,,2,1,,,2,1,,1,,,2,,1,,,,2,1,,,2,,,2,1,,,,2,1,,,1,,,2,,,,1,,2,1,,,,2,1,,,,2,1,,2,,,1,,,2,,,,,2,1,20,0,0,0,37,0,0,0,43,0,0,0,0,0,0,0,0,0,4,1,1,"__NA__",1,1,"__NA__",1,"__NA__",1,1,2,1,1,1,0,0,0,1,0,0,"__NA__",1,2,1,1,2,"__NA__",2,2,2,2,1,2,3,2,"__NA__",2,1,6,"__NA__",0,0,0,0,1,0,1,1,"__NA__",2,2,2.3554
840,12,3,5,1,,12,3,5,1963,4,2,1,1,8,4,2,1,,,,1,,2,,,1,,,2,,,2,1,,,,1,,2,,1,,,,2,1,2,,,,2,,1,,,,2,,,1,,,2,,1,1,,,,2,,,1,2,,,1,,2,,,,2,1,,,1,,2,,2,,,,1,1,,2,,,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,4,1,1,"__NA__",1,1,"__NA__",1,"__NA__",2,1,3,2,0,0,0,0,0,0,0,1,"__NA__",1,1,1,1,1,"__NA__",1,1,1,2,1,2,1,2,"__NA__",7,3,1,"__NA__",0,0,0,0,1,0,1,9,"__NA__",2,6,1.0763
840,19,2,4,1,,19,2,4,1966,3,1,1,1,10,2,1,,,,2,1,,,,2,,1,2,,,2,,1,,,1,,,2,,1,,,2,,1,,,,2,1,,2,,,1,,2,,,1,,,2,,,1,,2,,1,,,2,,1,,,,2,,1,,,2,,1,,,2,1,,2,,,1,,,,2,20,10,10,0,0,10,0,0,0,0,0,10,0,10,0,10,0,20,4,1,1,"__NA__",1,1,"__NA__",1,"__NA__",1,1,1,1,0,0,0,0,0,0,0,1,"__NA__",2,2,1,1,3,"__NA__",3,3,2,1,1,1,1,4,"__NA__",3,1,2,"__NA__",0,0,0,0,1,0,1,11,"__NA__",2,6,0.8447
840,34,1,2,1,,34,1,2,1978,2,2,3,3,10,1,2,,,1,,1,,,,2,2,1,,,,,1,2,,,1,,,2,,2,,1,,,1,,2,,,1,,,,2,2,,,1,,1,,,2,,1,,,2,,2,1,,,,2,1,,,,1,,2,,,,1,,2,,1,2,,,,1,,,,2,0,10,0,20,0,0,0,0,10,0,0,0,0,50,10,0,0,0,2,2,7,"__NA__",2,,"__NA__",2,"__NA__",7,2,4,3,0,0,0,0,0,0,0,1,"__NA__",1,2,1,1,1,"__NA__",1,1,1,2,2,2,5,3,"__NA__",2,1,1,"__NA__",0,0,0,0,1,0,1,11,"__NA__",2,2,0.5714
840,29,2,4,1,,29,2,4,1970,3,2,1,2,8,4,,,,2,1,,,2,1,,,2,,1,,,2,,,1,,,2,,1,,2,,1,,2,1,,,,,,2,1,,2,,,,1,,,,2,1,2,,1,,,2,,,,1,2,,1,,,2,,,,1,2,,1,,,,,,2,1,2,,,1,,0,0,0,0,0,0,0,0,0,55,0,0,0,0,45,0,0,0,1,1,2,"__NA__",1,2,"__NA__",2,"__NA__",7,2,4,3,0,0,0,0,0,0,0,1,"__NA__",1,2,1,1,1,"__NA__",1,1,1,2,1,1,1,4,"__NA__",7,3,1,"__NA__",0,0,0,0,1,0,2,1,"__NA__",1,2,1.4944
840,39,2,3,1,,39,2,3,1961,4,2,1,3,10,1,,,2,1,,2,,1,,,,2,,1,,,2,,,1,,,,2,1,,,,2,1,2,,,,1,2,1,,,,2,1,,,,,2,,,1,2,1,,,,,,2,,1,2,,1,,,2,,,,1,1,2,,,,2,,,1,,,,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,1,1,2,"__NA__",1,2,"__NA__",3,"__NA__",4,3,6,2,0,0,0,0,0,0,0,1,"__NA__",1,2,1,1,1,"__NA__",1,1,1,2,1,1,1,1,"__NA__",6,2,1,"__NA__",0,0,0,0,1,0,3,11,"__NA__",1,3,1.3039
840,48,3,7,1,,48,3,7,1992,1,2,1,1,10,2,2,,,1,,,1,2,,,,,,1,2,,1,,,2,2,1,,,,1,,2,,,1,,,2,,1,2,,,,2,1,,,,,,1,2,,,2,1,,,1,,,,2,2,,,,1,1,,,2,,2,,,1,,1,,2,,,1,,,2,,12,13,6,6,10,5,0,0,2,4,16,0,0,13,2,11,0,0,4,1,1,"__NA__",1,1,"__NA__",1,"__NA__",1,1,4,3,0,0,0,0,0,0,0,1,"__NA__",2,2,1,1,2,"__NA__",2,2,2,2,2,2,5,1,"__NA__",97,6,4,"__NA__",0,0,0,0,1,0,4,1,"__NA__",1,2,1.1326
840,26,2,3,1,,26,2,3,1990,1,2,3,2,9,3,,,,1,2,,,,1,2,,2,,1,,,,1,,2,1,,,2,,,2,1,,,,,1,2,,,2,,,1,,1,,2,,1,2,,,,,,1,2,,,2,,,1,2,,1,,,,,1,,2,,,1,,2,,2,1,,,,2,1,,,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,2,1,2,"__NA__",2,,"__NA__",2,"__NA__",6,2,3,2,0,0,0,0,0,0,0,1,"__NA__",1,2,1,1,4,"__NA__",4,1,2,2,2,2,5,1,"__NA__",1,1,4,"__NA__",0,0,0,0,0,1,7,11,"__NA__",2,7,2.7542
840,55,2,3,1,,55,2,3,1975,2,2,3,1,9,1,1,,,,2,1,2,,,,,1,,,2,,,1,,2,2,,,,1,,1,,2,,1,,,,2,2,,1,,,1,,2,,,,2,,1,,1,,,2,,,2,1,,,1,,2,,,1,2,,,,,1,,,2,2,,,1,,1,2,,,,3,0,0,10,0,0,3,0,0,74,0,0,0,0,0,0,0,10,3,1,6,"__NA__",1,1,"__NA__",1,"__NA__",2,1,3,2,0,0,0,0,0,0,0,1,"__NA__",2,2,1,1,3,"__NA__",3,3,2,1,1,1,1,3,"__NA__",7,3,4,"__NA__",0,0,0,0,1,0,3,11,"__NA__",2,6,0.3464
840,42,1,2,1,,42,1,2,1970,3,2,1,2,10,2,,,1,2,,1,,,,2,,1,2,,,1,2,,,,1,,,2,,,2,,1,,2,1,,,,2,,,,1,1,,,2,,,,,2,1,2,1,,,,2,,,1,,1,,,,2,,1,,,2,,,1,2,,1,,2,,,,,1,,2,12,11,0,11,5,0,10,0,20,0,0,0,11,9,0,0,11,0,2,2,7,"__NA__",1,2,"__NA__",2,"__NA__",7,2,3,2,0,0,0,0,0,0,0,1,"__NA__",1,2,1,1,1,"__NA__",1,1,1,2,1,2,3,2,"__NA__",2,1,1,"__NA__",0,0,0,0,1,0,2,2,"__NA__",2,6,0.7784
840,42,1,2,1,,42,1,2,1961,4,2,1,2,10,5,,2,,1,,1,2,,,,,2,1,,,2,,,1,,2,,,1,,1,,2,,,1,,2,,,,1,2,,,2,,1,,,1,2,,,,1,2,,,,2,,,1,,,2,1,,,1,,2,,,,2,,,1,,2,,,1,,,2,,1,0,0,0,0,10,0,0,30,10,0,0,0,0,0,15,25,10,0,2,1,2,"__NA__",1,2,"__NA__",2,"__NA__",7,2,4,3,0,0,0,0,0,0,0,1,"__NA__",1,2,1,1,1,"__NA__",1,1,1,2,1,2,3,4,"__NA__",3,1,1,"__NA__",0,1,0,0,0,0,2,1,"__NA__",1,1,1.1505
840,17,2,3,1,,17,2,3,1976,2,2,2,2,7,5,,2,,1,,1,2,,,,,2,,1,,1,,,,2,,2,,1,,2,,,,1,2,1,,,,2,,,1,,2,1,,,,1,,2,,,1,,,2,,2,1,,,,,2,,1,,1,2,,,,1,,,2,,2,,,,1,2,,,1,,4,7,6,1,6,1,8,5,7,8,2,5,4,7,8,7,7,7,1,1,2,"__NA__",1,2,"__NA__",2,"__NA__",7,2,4,3,0,0,0,0,0,0,0,1,"__NA__",1,2,1,1,1,"__NA__",1,1,1,2,2,2,5,2,"__NA__",97,6,2,"__NA__",0,0,0,0,1,0,1,10,"__NA__",2,6,1.0969
840,10,3,5,1,,10,3,5,1955,4,2,1,1,9,2,,1,2,,,1,,,2,,1,2,,,,1,,2,,,,,1,2,,,1,,,2,1,2,,,,1,,,,2,,2,1,,,,,2,1,,1,2,,,,,,,2,1,,2,,1,,1,,2,,,1,2,,,,1,2,,,,1,,,,2,6,4,3,9,3,5,3,8,7,6,4,10,3,6,5,7,4,7,3,2,7,"__NA__",1,1,"__NA__",1,"__NA__",2,1,4,3,0,0,0,0,0,0,0,1,"__NA__",1,2,1,1,1,"__NA__",1,1,1,2,1,2,1,1,"__NA__",4,2,6,"__NA__",0,0,0,0,1,0,4,2,"__NA__",2,5,0.7863
840,6,4,9,1,,6,4,9,2000,1,2,1,2,8,4,,2,1,,,2,,,1,,,2,,1,,,2,,1,,1,2,,,,1,,,2,,2,,,,1,2,,,,1,2,,1,,,2,,,,1,2,,,,1,2,1,,,,2,,,1,,,2,,,1,,2,,1,,2,1,,,,,1,,2,,0,0,0,0,0,0,0,0,50,30,20,0,0,0,0,0,0,0,1,2,7,"__NA__",1,2,"__NA__",2,"__NA__",7,2,5,3,0,0,0,0,0,0,0,1,"__NA__",2,2,1,1,6,"__NA__",4,1,2,2,2,2,5,3,"__NA__",97,6,8,"__NA__",0,0,1,0,0,0,3,12,"__NA__",1,2,0.232
840,42,1,2,1,,42,1,2,1966,3,2,2,2,7,5,1,2,,,,,2,,1,,,2,,1,,,2,1,,,2,1,,,,2,,,,1,,1,2,,,,,2,1,,2,1,,,,2,,,,1,,2,1,,,2,,1,,,2,,1,,,,,,2,1,,,,2,1,,2,,,1,,,2,1,,0,0,0,0,28,0,0,26,0,0,0,0,0,0,0,32,14,0,2,2,7,"__NA__",2,,"__NA__",2,"__NA__",7,2,5,3,0,0,0,0,0,0,0,1,"__NA__",1,2,1,1,1,"__NA__",1,1,1,2,1,2,2,2,"__NA__",7,3,1,"__NA__",0,0,0,0,1,0,1,11,"__NA__",1,2,0.7784
840,42,1,2,1,,42,1,2,1969,3,2,1,1,10,1,2,1,,,,1,,,2,,1,,2,,,1,,2,,,,,,2,1,2,,1,,,1,2,,,,1,,,2,,2,,,,1,2,,,1,,1,,,2,,,1,2,,,1,2,,,,1,2,,,,1,,,2,,,2,1,,,1,2,,,,5,1,0,0,17,13,19,0,32,0,0,0,0,0,13,0,0,0,4,1,1,"__NA__",2,,"__NA__",1,"__NA__",1,1,3,2,0,0,0,0,0,0,0,1,"__NA__",1,2,1,1,1,"__NA__",1,1,1,2,1,1,1,2,"__NA__",7,3,6,"__NA__",0,0,0,0,1,0,3,11,"__NA__",2,6,1.0655
840,39,2,3,1,,39,2,3,1989,2,2,1,3,6,1,,,1,,2,2,,,,1,,1,2,,,,1,,2,,,,,2,1,,,2,,1,,,,1,2,,2,1,,,,,2,1,,,,2,,1,,,,1,2,,,,1,2,2,,,,1,,,2,1,,,1,,,2,,2,,,1,,2,,,1,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,67,0,0,4,1,7,"__NA__",2,,"__NA__",5,"__NA__",8,3,6,2,0,0,0,0,0,0,0,1,"__NA__",2,2,1,1,1,"__NA__",1,1,1,2,1,1,1,1,"__NA__",6,2,1,"__NA__",0,0,0,0,1,0,4,11,"__NA__",,3,0.4895
840,12,3,5,1,,12,3,5,1959,4,2,1,1,10,1,1,,,,2,,1,2,,,,1,,,2,,,1,,2,2,1,,,,,2,,1,,1,,,2,,,,1,2,,1,,,2,,2,1,,,,1,2,,,,,,1,,2,,1,,,2,1,,,,2,2,1,,,,1,,,2,,,1,,2,,0,0,0,0,0,0,0,88,0,0,0,0,0,12,0,0,0,0,3,1,1,"__NA__",1,1,"__NA__",1,"__NA__",1,1,2,1,0,0,0,0,0,0,0,1,"__NA__",2,2,1,1,3,"__NA__",3,3,2,1,1,2,4,1,"__NA__",1,1,6,"__NA__",0,0,0,0,1,0,2,2,"__NA__",2,6,0.9018
840,48,3,7,1,,48,3,7,1952,5,2,1,1,9,2,1,,,,2,1,,2,,,1,,,,2,,,1,2,,,1,2,,,1,,,,2,1,2,,,,1,,,2,,1,,,2,,,2,,,1,1,,,2,,2,,1,,,,,1,2,,,,,1,2,,1,,2,,1,2,,,,1,,,,2,0,0,0,0,8,27,0,0,0,0,0,0,23,0,0,42,0,0,4,2,7,"__NA__",1,1,"__NA__",1,"__NA__",2,1,2,1,0,0,0,0,0,0,0,1,"__NA__",2,2,1,1,3,"__NA__",3,3,2,1,2,2,3,1,"__NA__",2,1,5,"__NA__",0,0,0,0,1,0,3,2,"__NA__",2,6,1.1268
840,12,3,5,1,,12,3,5,1984,2,2,1,1,10,1,,2,,,1,,2,,,1,,,2,1,,,1,2,,,,1,,,2,2,,1,,,,,1,,2,2,,1,,,,1,,2,,,,1,2,,1,,2,,,1,2,,,,,,2,1,,,2,,,1,1,,,2,,1,,,2,,2,,,,1,0,0,0,0,0,0,0,0,0,0,72,0,0,28,0,0,0,0,1,2,7,"__NA__",2,,"__NA__",2,"__NA__",7,2,1,1,0,0,1,0,0,0,0,0,"__NA__",1,1,1,1,3,"__NA__",3,3,2,1,1,1,6,4,"__NA__",1,1,1,"__NA__",0,0,0,0,0,1,1,2,"__NA__",1,4,0.4181
840,13,3,5,1,,13,3,5,1977,2,2,2,1,3,4,,2,,1,,2,,,1,,,1,2,,,,1,,,2,2,,,,1,,,2,1,,,2,,1,,2,1,,,,,,2,1,,,,1,,2,,,,1,2,,,1,2,,,,,2,1,,,,2,1,2,,,,1,,1,2,,,,,,2,1,0,0,63,13,2,0,11,1,1,0,1,0,0,3,1,0,3,1,2,2,7,"__NA__",1,3,"__NA__",3,"__NA__",3,3,3,2,0,0,0,0,1,0,0,0,"__NA__",2,2,1,1,4,"__NA__",4,1,2,1,1,1,1,3,"__NA__",3,1,1,"__NA__",0,0,1,0,0,0,3,4,"__NA__",1,3,0.2288
840,28,3,6,1,,28,3,6,1983,2,2,3,3,8,3,2,1,,,,,1,,,2,1,2,,,,,2,1,,,,2,,,1,1,2,,,,,,2,,1,,,2,1,,,1,,,2,2,,,1,,,,2,1,,,1,,2,,1,2,,,,,,,2,1,2,1,,,,,,2,1,,,2,,1,,0,0,0,0,0,51,0,0,0,0,0,0,0,10,39,0,0,0,2,2,7,"__NA__",1,1,"__NA__",1,"__NA__",2,1,3,2,1,0,0,0,0,0,0,0,"__NA__",2,1,1,1,2,"__NA__",2,2,2,1,1,2,3,3,"__NA__",7,3,5,"__NA__",0,1,0,0,0,0,2,7,"__NA__",2,2,0.2288
840,39,2,3,1,,39,2,3,1998,1,2,1,1,10,1,1,2,,,,1,2,,,,1,2,,,,1,,,,2,,1,,2,,1,,,,2,2,,1,,,1,,2,,,2,,,,1,,2,,1,,1,,,2,,,1,,2,,1,2,,,,2,1,,,,,2,,1,,2,1,,,,,,1,,2,5,0,0,6,15,10,0,0,0,6,2,0,16,8,2,5,25,0,4,1,3,"__NA__",1,1,"__NA__",1,"__NA__",1,1,1,1,0,0,1,0,1,1,0,0,"__NA__",1,2,1,1,1,"__NA__",1,1,1,2,2,2,5,2,"__NA__",3,1,1,"__NA__",0,0,0,0,1,0,1,2,"__NA__",2,5,2.0493
840,39,2,3,1,,39,2,3,1961,4,2,1,1,8,1,,1,2,,,,1,,2,,,1,,2,,2,1,,,,2,,1,,,,,1,2,,1,,,2,,2,1,,,,,,1,,2,2,,,,1,1,,,2,,2,,,,1,,,2,1,,1,2,,,,,2,,,1,1,2,,,,2,,1,,,,,,,,,,,,,,,,,,,,,4,2,7,"__NA__",1,1,"__NA__",1,"__NA__",1,1,5,3,0,0,0,0,0,0,0,1,"__NA__",2,1,1,1,2,"__NA__",2,2,2,2,1,1,5,1,"__NA__",2,1,6,"__NA__",0,0,0,0,0,1,3,12,"__NA__",2,4,0.2016
840,32,4,8,1,,32,4,8,1995,1,1,3,3,5,3,1,2,,,,1,,2,,,,2,,1,,,2,,1,,,2,1,,,,,,2,1,,,,2,1,,1,,2,,1,,2,,,2,,1,,,,,2,1,,,,2,1,,2,,,1,,,,2,1,,,,2,1,,2,,,1,,1,,,2,,5,5,5,5,5,5,15,5,5,5,5,5,5,5,5,5,5,5,5,2,7,"__NA__",2,,"__NA__",5,"__NA__",4,3,6,2,0,0,0,0,0,0,0,1,"__NA__",1,2,1,1,6,"__NA__",4,1,2,2,2,2,5,5,"__NA__",1,1,4,"__NA__",0,0,0,0,0,1,3,12,"__NA__",2,5,1.6289
840,45,3,5,1,,45,3,5,1981,2,2,1,1,8,2,,,2,,1,,,2,1,,,,2,,1,,1,2,,,2,,1,,,,,1,2,,,2,,,1,1,,,,2,,2,,1,,,2,,1,,2,,,1,,1,2,,,,,,1,2,,1,,2,,,,2,,,1,,,1,2,,1,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,3,1,1,"__NA__",1,1,"__NA__",1,"__NA__",1,1,4,3,0,0,0,0,0,0,0,1,"__NA__",2,2,1,1,2,"__NA__",2,2,2,1,1,2,1,1,"__NA__",1,1,7,"__NA__",0,0,1,0,0,0,1,1,"__NA__",2,4,0.5445
840,45,3,5,1,,45,3,5,1976,2,2,2,1,7,3,1,,2,,,1,,,,2,1,,,,2,,1,,2,,1,,,,2,1,,,,2,1,,,,2,1,,,,2,1,,,,2,,1,,,2,1,,,,2,1,,,,2,1,2,,,,,1,,,2,,1,2,,,1,,,2,,,1,,2,,17,0,0,8,11,13,0,6,0,6,20,0,0,10,6,3,0,0,5,1,1,"__NA__",1,1,"__NA__",1,"__NA__",1,1,3,2,0,0,0,0,0,0,0,1,"__NA__",2,2,1,1,2,"__NA__",2,2,2,2,1,2,5,4,"__NA__",3,1,1,"__NA__",0,0,0,0,1,0,2,11,"__NA__",2,3,1.0535
840,26,2,3,1,,26,2,3,1992,1,2,3,3,5,3,,,2,,1,1,,,2,,,,2,1,,,,,2,1,1,,,2,,2,,,,1,1,,2,,,2,,1,,,2,,1,,,2,,,1,,1,,,,2,,1,,2,,2,,1,,,1,2,,,,2,,1,,,2,,,1,,,,,1,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,"__NA__",1,3,"__NA__",3,"__NA__",4,3,2,1,0,0,0,0,0,0,0,1,"__NA__",1,2,1,1,1,"__NA__",1,1,1,2,1,1,6,2,"__NA__",4,2,1,"__NA__",0,0,0,0,1,0,7,2,"__NA__",2,6,2.5868
840,47,3,6,1,,47,3,6,1965,3,2,2,2,10,3,,,,1,2,,2,,1,,,2,1,,,1,2,,,,2,1,,,,,1,,2,,1,,2,,,2,,1,,,2,1,,,,1,2,,,,1,2,,,,2,,,1,,2,1,,,,1,2,,,,1,2,,,,2,,1,,,,,2,,1,0,0,0,0,0,0,0,90,0,0,0,0,0,0,10,0,0,0,1,1,2,"__NA__",1,2,"__NA__",2,"__NA__",7,2,4,3,0,0,1,0,1,0,0,0,"__NA__",1,2,1,1,1,"__NA__",1,1,1,2,1,2,1,3,"__NA__",4,2,1,"__NA__",1,0,0,0,0,0,2,11,"__NA__",1,4,1.5265
840,34,1,2,1,,34,1,2,1971,3,2,1,1,10,5,,2,1,,,2,,,,1,2,,1,,,2,,,1,,2,,,1,,,2,,1,,2,,1,,,,2,,1,,2,,1,,,,1,2,,,2,,1,,,2,,,1,,,2,1,,,2,,,,1,,2,,1,,2,1,,,,2,,,,1,0,0,0,0,2,0,0,87,0,0,0,0,0,0,0,11,0,0,1,1,2,"__NA__",1,2,"__NA__",5,"__NA__",5,3,3,2,0,0,1,1,1,0,0,0,"__NA__",1,2,1,1,1,"__NA__",1,1,1,2,1,1,1,2,"__NA__",9,3,5,"__NA__",0,1,0,0,0,0,1,2,"__NA__",2,4,1.3185
840,53,4,9,1,,53,4,9,1968,3,2,1,2,10,5,,2,,1,,1,2,,,,2,,,,1,1,,,,2,,,2,,1,2,1,,,,,1,,2,,2,,,1,,2,1,,,,1,,2,,,,2,,,1,2,1,,,,,2,,1,,1,2,,,,1,2,,,,2,,,1,,,2,1,,,0,0,0,0,0,0,0,15,50,35,0,0,0,0,0,0,0,0,1,1,2,"__NA__",1,2,"__NA__",3,"__NA__",5,3,3,2,0,0,0,0,0,0,0,1,"__NA__",1,1,1,1,1,"__NA__",1,1,1,2,1,2,1,3,"__NA__",10,4,1,"__NA__",0,0,0,0,1,0,1,12,"__NA__",2,6,1.4971
840,4,4,8,1,,4,4,8,2000,1,2,2,2,8,5,,2,1,,,1,,2,,,,2,,1,,,,,1,2,2,,,,1,1,,2,,,1,,2,,,1,,,,2,2,,,,1,1,,2,,,1,2,,,,2,,,,1,2,,,1,,1,,2,,,,,1,2,,,2,,1,,,,2,1,,0,0,0,0,0,0,0,63,23,0,0,0,0,0,14,0,0,0,1,2,,"__NA__",2,,"__NA__",2,"__NA__",6,2,5,3,0,1,0,0,0,0,1,0,"Build The Wall Fund",1,2,1,1,1,"__NA__",1,1,1,1,2,2,5,2,"__NA__",5,2,2,"__NA__",0,0,0,0,0,1,1,1,"__NA__",2,6,1.1278
840,42,1,2,1,,42,1,2,1988,2,2,2,1,9,2,,1,2,,,1,,,,2,,1,,2,,1,,,2,,1,,,,2,,,1,,2,1,,,,2,,1,,2,,1,,,,2,,,1,2,,1,,,,2,1,,,,2,1,,2,,,1,2,,,,,,2,1,,,1,,,2,,,1,2,,20,0,0,0,10,20,0,0,0,5,0,0,25,5,10,5,0,0,4,1,1,"__NA__",1,1,"__NA__",1,"__NA__",1,1,2,1,0,0,0,0,0,0,0,1,"__NA__",1,2,1,1,6,"__NA__",4,1,2,2,2,2,1,3,"__NA__",7,3,1,"__NA__",0,0,0,0,1,0,3,2,"__NA__",2,4,0.6729
840,42,1,2,1,,42,1,2,1966,3,2,5,2,7,2,,1,2,,,,,1,2,,2,,1,,,,1,2,,,,2,,1,,2,,1,,,2,,,1,,2,,,,1,1,2,,,,,,2,1,,2,,,,1,,,2,1,,1,,,,2,2,,,,1,2,,,1,,2,,1,,,,,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,1,1,2,"__NA__",2,,"__NA__",2,"__NA__",7,2,1,1,0,0,0,0,0,0,0,1,"__NA__",1,2,1,1,1,"__NA__",1,1,1,2,1,1,1,2,"__NA__",4,2,4,"__NA__",0,0,0,0,1,0,3,1,"__NA__",1,1,1.3185
840,42,1,2,1,,42,1,2,1987,2,2,1,3,4,3,,1,2,,,,1,,,2,,2,,,1,2,,1,,,,,1,2,,2,,1,,,,,2,1,,,,1,,2,2,,,,1,2,,,,1,2,1,,,,1,,2,,,,2,,1,,1,2,,,,,2,,,1,,2,1,,,,,2,1,,0,0,0,0,0,0,48,52,0,0,0,0,0,0,0,0,0,0,1,2,7,"__NA__",2,,"__NA__",2,"__NA__",6,2,3,2,1,1,0,0,0,0,0,0,"__NA__",1,2,1,1,1,"__NA__",1,1,1,2,2,2,1,2,"__NA__",1,1,9,"__NA__",0,0,0,1,0,0,1,4,"__NA__",2,7,0.5714
840,18,2,3,1,,18,2,3,1979,2,2,1,1,10,6,,1,,2,,,1,,2,,,1,2,,,,1,,2,,,1,2,,,1,,,,2,1,,,2,,1,,,,2,1,,,2,,2,1,,,,,,,1,2,1,2,,,,1,,,,2,2,,1,,,,1,2,,,1,,,2,,,1,,,2,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,11,69,5,1,1,"__NA__",1,3,"__NA__",3,"__NA__",3,3,2,1,0,0,0,0,0,0,0,1,"__NA__",1,2,1,1,2,"__NA__",2,2,2,2,2,2,5,2,"__NA__",2,1,4,"__NA__",0,0,0,0,1,0,1,11,"__NA__",2,5,4.746
